reviews.text,reviews.rating,sentiment,clean,Predicted Sentiment
"Music, full home automation control, an assistant, calling, shopping and lists, much much more...anywhere with wifi, home or away. Get one, you will not regret it.",5.0,positive,musicfullhomeautomationcontrolanassistantcallingshoppingandlistsmuchmuchmoreanywherewithwifihomeorawaygetoneyouwillnotregretit,positive
Simple to use and setup for a 2 years old toddler.,4.0,positive,simpletouseandsetupfora2yearsoldtoddler,positive
"I do not like this Tablet one bit. It has to be registered with Amazon for it to function and it failed every time. I finally had to resort to calling Amazon's customer service, also not an easy task, to get it registered. There seems to be glitch in the programming, because when it failed again, I had to follow the same steps all over again to get it registered. I would highly recommend skipping this tablet and getting one that is not tied to any one company's operations, programming, or software.",1.0,negative,idonotlikethistabletonebitithastoberegisteredwithamazonforittofunctionanditfailedeverytimeifinallyhadtoresorttocallingamazonscustomerservicealsonotaneasytasktogetitregisteredthereseemstobeglitchintheprogrammingbecausewhenitfailedagainihadtofollowthesamestepsalloveragaintogetitregisterediwouldhighlyrecommendskippingthistabletandgettingonethatisnottiedtoanyonecompanysoperationsprogrammingorsoftware,positive
"With a little tweaking you can install Playstore without rooting. It's a great tablet, excellent color, fast, and battery lasts a very long time.",5.0,positive,withalittletweakingyoucaninstallplaystorewithoutrootingitsagreattabletexcellentcolorfastandbatterylastsaverylongtime,positive
Was looking for a tablet that was highly portable & could run my DIRECTTV app & stream videos. (Other electronics I have are much older versions). Salesman recommended this model to me based on personal experience. I am still learning all its functions but so far it seems easy to use & is doing what it promised to do.,5.0,positive,waslookingforatabletthatwashighlyportablecouldrunmydirecttvappstreamvideosotherelectronicsihavearemucholderversionssalesmanrecommendedthismodeltomebasedonpersonalexperienceiamstilllearningallitsfunctionsbutsofaritseemseasytouseisdoingwhatitpromisedtodo,positive
"I absolutely LOVE my Amazon TAP. It in my opinion is the best blue-tooth speaker around and with the added skills when on wifi, the TAP is better than the Echo! Portable - YES! Sound Quality - OFF THE CHARTS! I blue-tooth this to my computer and listen to movies with GREAT Dolby sound quality. The battery life has been tested during a camping trip. 8 hours and it kept the charge! It's also easy to recharge it without the stand. Very Cool. BEST BUY's PRICE made it ALL THE BEST BUY OF THE CHRISTMAS SEASON! I picked up the item same day at a local Best Buy. The Experience was 1 - 2 - DONE. Very convenient, very helpful. I would recommend this to ALL my friends!!!",5.0,positive,iabsolutelylovemyamazontapitinmyopinionisthebestbluetoothspeakeraroundandwiththeaddedskillswhenonwifithetapisbetterthantheechoportableyessoundqualityoffthechartsibluetooththistomycomputerandlistentomovieswithgreatdolbysoundqualitythebatterylifehasbeentestedduringacampingtrip8hoursanditkeptthechargeitsalsoeasytorechargeitwithoutthestandverycoolbestbuyspricemadeitallthebestbuyofthechristmasseasonipickeduptheitemsamedayatalocalbestbuytheexperiencewas12doneveryconvenientveryhelpfuliwouldrecommendthistoallmyfriends,positive
"I bought this tablet to replace one I had bought a while ago for my daughter, all I heard upon opening is ""Mom, you are the best"", as she was excited to get a newer up to date Fire. She loves the fire tablet and so do we as a family. Amazon Fire is our go to. We can not switch to anything else!",5.0,positive,iboughtthistablettoreplaceoneihadboughtawhileagoformydaughterallihearduponopeningismomyouarethebestasshewasexcitedtogetaneweruptodatefireshelovesthefiretabletandsodoweasafamilyamazonfireisourgotowecannotswitchtoanythingelse,positive
The Alexa show is a great product and the price was even better,4.0,positive,thealexashowisagreatproductandthepricewasevenbetter,positive
"The Kindle Fire is a wonderful, small device to use for a multitude of tasks. We use it mostly as an ereader and has been so simple to use. So happy we chose this one. It is lightweight and convenient to take with you.",5.0,positive,thekindlefireisawonderfulsmalldevicetouseforamultitudeoftasksweuseitmostlyasanereaderandhasbeensosimpletousesohappywechosethisoneitislightweightandconvenienttotakewithyou,positive
Works great. Easy conversion for an aging guy without much technological experience.,5.0,positive,worksgreateasyconversionforanagingguywithoutmuchtechnologicalexperience,positive
This is just what I was looking for. It does just what it says it does!,5.0,positive,thisisjustwhatiwaslookingforitdoesjustwhatitsaysitdoes,positive
"With a price tag of 59.99, this is one of the low-end tablets with a lot of features, but is certainly worth its price tag. But it definitely lacks the features and HD display of its high end variant Fire HD.",4.0,positive,withapricetagof5999thisisoneofthelowendtabletswithalotoffeaturesbutiscertainlyworthitspricetagbutitdefinitelylacksthefeaturesandhddisplayofitshighendvariantfirehd,positive
Nice starter tablet for my nephew. Does what we need it to do.,4.0,positive,nicestartertabletformynephewdoeswhatweneedittodo,positive
"Already an amazon consumer and user of Alexa to control home automation products. The Show is a great addition for us in the kitchen, displaying receipts and visualizing things that before could only be heard.",4.0,positive,alreadyanamazonconsumeranduserofalexatocontrolhomeautomationproductstheshowisagreatadditionforusinthekitchendisplayingreceiptsandvisualizingthingsthatbeforecouldonlybeheard,positive
"This tablet is small, compact and easy to handle. It's easy to figure out the main functions. My one complaint is that it does not support some big apps such as Dropbox or Google Drive.",4.0,positive,thistabletissmallcompactandeasytohandleitseasytofigureoutthemainfunctionsmyonecomplaintisthatitdoesnotsupportsomebigappssuchasdropboxorgoogledrive,positive
"At the price it is almost an impulse buy. I wanted a tablet for an upcoming trip to watch some movies, read, etc and this was at a price point that made the decision really easy. If you are used to an iPad, the Fire HD is a little disappointing but it costs considerably less. It fit my needs but I felt some slugginess and several instances of needing to reboot to get certain apps to work correct. If you go in with the understanding this isn't an iPad replacement this should fit the bills for you. Let's just say, after my trip I purchased an iPad Pro and this item will likely be handed off to one of my children. If you have Amazon Prime, you do get some nice perks that make this a really nice item.",4.0,positive,atthepriceitisalmostanimpulsebuyiwantedatabletforanupcomingtriptowatchsomemoviesreadetcandthiswasatapricepointthatmadethedecisionreallyeasyifyouareusedtoanipadthefirehdisalittledisappointingbutitcostsconsiderablylessitfitmyneedsbutifeltsomeslugginessandseveralinstancesofneedingtoreboottogetcertainappstoworkcorrectifyougoinwiththeunderstandingthisisntanipadreplacementthisshouldfitthebillsforyouletsjustsayaftermytripipurchasedanipadproandthisitemwilllikelybehandedofftooneofmychildrenifyouhaveamazonprimeyoudogetsomeniceperksthatmakethisareallyniceitem,positive
"Bought as a gift for my wife, she loves it and the screen is very handy for recipes and such.",5.0,positive,boughtasagiftformywifeshelovesitandthescreenisveryhandyforrecipesandsuch,positive
The built in hue allows the echo plus to automatically search and finds connectable devices. The larger speaker area assists in better sound and the alexa to hear my voice!!,5.0,positive,thebuiltinhueallowstheechoplustoautomaticallysearchandfindsconnectabledevicesthelargerspeakerareaassistsinbettersoundandthealexatohearmyvoice,positive
Bought for a family memeber and he was so happy with the game,5.0,positive,boughtforafamilymemeberandhewassohappywiththegame,positive
Bought the Amazon - Echo Plus + Philips Hue Bulb - Black for my kitchen it is awesome also came with free smart bulb.,5.0,positive,boughttheamazonechoplusphilipshuebulbblackformykitchenitisawesomealsocamewithfreesmartbulb,positive
The kindle is good to download apps for books catch up with reading,3.0,neutral,thekindleisgoodtodownloadappsforbookscatchupwithreading,positive
Everything I expected with none of the drawbacks I have found in other tablets,5.0,positive,everythingiexpectedwithnoneofthedrawbacksihavefoundinothertablets,positive
"A wonderful use of creativity and design, where installation was a breeze and use was pure enjoyment",5.0,positive,awonderfuluseofcreativityanddesignwhereinstallationwasabreezeandusewaspureenjoyment,positive
"Amazon keeps getting better. Tablet now has option to move icons, set wallpaper and more. With added SD card option, is even better.",5.0,positive,amazonkeepsgettingbettertabletnowhasoptiontomoveiconssetwallpaperandmorewithaddedsdcardoptionisevenbetter,positive
Bought these for my grand children for Christmas and they have thoroughly enjoyed using their 'tablets' and the apps that can easily be saved on the tablet.,4.0,positive,boughttheseformygrandchildrenforchristmasandtheyhavethoroughlyenjoyedusingtheirtabletsandtheappsthatcaneasilybesavedonthetablet,positive
Great product but the only downside is that it did NOT work with my home security camera,3.0,neutral,greatproductbuttheonlydownsideisthatitdidnotworkwithmyhomesecuritycamera,positive
"Thoughts of being able to have the Echo ""grow"" as I added to the list of tasks, excited me. Including the latest app, having it to recognize my smartphone's contact list to place and to receive calls. However, the Echo I purchased does not link up to my Samsung smartphone. Disappointed is a understatement.",4.0,positive,thoughtsofbeingabletohavetheechogrowasiaddedtothelistoftasksexcitedmeincludingthelatestapphavingittorecognizemysmartphonescontactlisttoplaceandtoreceivecallshowevertheechoipurchaseddoesnotlinkuptomysamsungsmartphonedisappointedisaunderstatement,positive
Seems to work well. Screen quality is good. Like the size.,5.0,positive,seemstoworkwellscreenqualityisgoodlikethesize,positive
with alexa in control you may need extra time to jog,5.0,positive,withalexaincontrolyoumayneedextratimetojog,positive
I like the size of the device as well as the expandable storage,5.0,positive,ilikethesizeofthedeviceaswellastheexpandablestorage,positive
"I bought the white version and have it in the kitchen. I use it for EVERYTHING, music, video, phone, security cams, news, weather. It's the perfect kitchen assistant.",4.0,positive,iboughtthewhiteversionandhaveitinthekitcheniuseitforeverythingmusicvideophonesecuritycamsnewsweatheritstheperfectkitchenassistant,positive
